,Unnamed: 0.1,Unnamed: 0,name,type,images,labels
10,10,10,breast-cancer-benign:train:0011,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_17.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_17.jpg
11,11,11,breast-cancer-benign:train:0012,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_19.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_19.jpg
12,12,12,breast-cancer-benign:train:0013,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_20.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_20.jpg
13,13,13,breast-cancer-benign:train:0014,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_21.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_21.jpg
14,14,14,breast-cancer-benign:train:0015,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_22.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_22.jpg
15,15,15,breast-cancer-benign:train:0016,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_23.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_23.jpg
16,16,16,breast-cancer-benign:train:0017,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_24.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_24.jpg
17,17,17,breast-cancer-benign:train:0018,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_26.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_26.jpg
18,18,18,breast-cancer-benign:train:0019,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_30.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_30.jpg
19,19,19,breast-cancer-benign:train:0020,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_33.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_33.jpg
20,20,20,breast-cancer-benign:train:0021,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_34.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_34.jpg
21,21,21,breast-cancer-benign:train:0022,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_35.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_35.jpg
22,22,22,breast-cancer-benign:train:0023,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_36.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_36.jpg
23,23,23,breast-cancer-benign:train:0024,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_38.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_38.jpg
24,24,24,breast-cancer-benign:train:0025,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_41.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_41.jpg
25,25,25,breast-cancer-benign:train:0026,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_42.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_42.jpg
26,26,26,breast-cancer-benign:train:0027,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_43.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_43.jpg
27,27,27,breast-cancer-benign:train:0028,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_44.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_44.jpg
28,28,28,breast-cancer-benign:train:0029,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_47.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_47.jpg
29,29,29,breast-cancer-benign:train:0030,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_48.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_48.jpg
30,30,30,breast-cancer-benign:train:0031,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_49.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_49.jpg
31,31,31,breast-cancer-benign:train:0032,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_50.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_50.jpg
32,32,32,breast-cancer-benign:train:0033,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_52.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_52.jpg
33,33,33,breast-cancer-benign:train:0034,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_54.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_54.jpg
34,34,34,breast-cancer-benign:train:0035,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_55.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_55.jpg
35,35,35,breast-cancer-benign:train:0036,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_56.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_56.jpg
36,36,36,breast-cancer-benign:train:0037,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_59.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_59.jpg
37,37,37,breast-cancer-benign:train:0038,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_60.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_60.jpg
38,38,38,breast-cancer-benign:train:0039,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_61.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_61.jpg
39,39,39,breast-cancer-benign:train:0040,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_64.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_64.jpg
40,40,40,breast-cancer-benign:train:0041,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_65.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_65.jpg
41,41,41,breast-cancer-benign:train:0042,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_66.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_66.jpg
42,42,42,breast-cancer-benign:train:0043,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_68.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_68.jpg
43,43,43,breast-cancer-benign:train:0044,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_69.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_69.jpg
44,44,44,breast-cancer-benign:train:0045,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_70.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_70.jpg
45,45,45,breast-cancer-benign:train:0046,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_71.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_71.jpg
46,46,46,breast-cancer-benign:train:0047,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_74.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_74.jpg
47,47,47,breast-cancer-benign:train:0048,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_75.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_75.jpg
48,48,48,breast-cancer-benign:train:0049,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_76.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_76.jpg
49,49,49,breast-cancer-benign:train:0050,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_77.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_77.jpg
50,50,50,breast-cancer-benign:train:0051,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_78.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_78.jpg
51,51,51,breast-cancer-benign:train:0052,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_79.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_79.jpg
52,52,52,breast-cancer-benign:train:0053,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_83.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_83.jpg
53,53,53,breast-cancer-benign:train:0054,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_87.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_87.jpg
54,54,54,breast-cancer-benign:train:0055,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_88.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_88.jpg
55,55,55,breast-cancer-benign:train:0056,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_90.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_90.jpg
56,56,56,breast-cancer-benign:train:0057,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_92.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_92.jpg
57,57,57,breast-cancer-benign:train:0058,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_95.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_95.jpg
58,58,58,breast-cancer-benign:train:0059,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_96.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_96.jpg
59,59,59,breast-cancer-benign:train:0060,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_97.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_97.jpg
60,60,60,breast-cancer-benign:train:0061,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_98.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_98.jpg
61,61,61,breast-cancer-benign:train:0062,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_99.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_99.jpg
62,62,62,breast-cancer-benign:train:0063,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_101.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_101.jpg
63,63,63,breast-cancer-benign:train:0064,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_102.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_102.jpg
64,64,64,breast-cancer-benign:train:0065,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_106.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_106.jpg
65,65,65,breast-cancer-benign:train:0066,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_107.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_107.jpg
66,66,66,breast-cancer-benign:train:0067,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_108.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_108.jpg
67,67,67,breast-cancer-benign:train:0068,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_111.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_111.jpg
68,68,68,breast-cancer-benign:train:0069,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_112.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_112.jpg
69,69,69,breast-cancer-benign:train:0070,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_113.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_113.jpg
70,70,70,breast-cancer-benign:train:0071,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_115.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_115.jpg
71,71,71,breast-cancer-benign:train:0072,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_118.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_118.jpg
72,72,72,breast-cancer-benign:train:0073,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_121.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_121.jpg
73,73,73,breast-cancer-benign:train:0074,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_122.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_122.jpg
74,74,74,breast-cancer-benign:train:0075,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_123.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_123.jpg
75,75,75,breast-cancer-benign:train:0076,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_124.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_124.jpg
76,76,76,breast-cancer-benign:train:0077,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_127.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_127.jpg
77,77,77,breast-cancer-benign:train:0078,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_128.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_128.jpg
78,78,78,breast-cancer-benign:train:0079,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_130.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_130.jpg
79,79,79,breast-cancer-benign:train:0080,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_131.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_131.jpg
80,80,80,breast-cancer-benign:train:0081,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_132.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_132.jpg
81,81,81,breast-cancer-benign:train:0082,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_133.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_133.jpg
82,82,82,breast-cancer-benign:train:0083,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_134.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_134.jpg
83,83,83,breast-cancer-benign:train:0084,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_135.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_135.jpg
84,84,84,breast-cancer-benign:train:0085,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_138.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_138.jpg
85,85,85,breast-cancer-benign:train:0086,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_140.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_140.jpg
86,86,86,breast-cancer-benign:train:0087,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_141.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_141.jpg
87,87,87,breast-cancer-benign:train:0088,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_143.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_143.jpg
88,88,88,breast-cancer-benign:train:0089,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_146.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_146.jpg
89,89,89,breast-cancer-benign:train:0090,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_147.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_147.jpg
90,90,90,breast-cancer-benign:train:0091,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_148.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_148.jpg
91,91,91,breast-cancer-benign:train:0092,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_153.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_153.jpg
92,92,92,breast-cancer-benign:train:0093,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_155.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_155.jpg
93,93,93,breast-cancer-benign:train:0094,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_157.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_157.jpg
94,94,94,breast-cancer-benign:train:0095,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_159.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_159.jpg
95,95,95,breast-cancer-benign:train:0096,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_160.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_160.jpg
96,96,96,breast-cancer-benign:train:0097,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_161.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_161.jpg
97,97,97,breast-cancer-benign:train:0098,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_163.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_163.jpg
98,98,98,breast-cancer-benign:train:0099,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_167.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_167.jpg
99,99,99,breast-cancer-benign:train:0100,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_170.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_170.jpg
100,100,100,breast-cancer-benign:train:0101,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_171.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_171.jpg
101,101,101,breast-cancer-benign:train:0102,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_174.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_174.jpg
102,102,102,breast-cancer-benign:train:0103,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_175.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_175.jpg
103,103,103,breast-cancer-benign:train:0104,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_176.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_176.jpg
104,104,104,breast-cancer-benign:train:0105,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_177.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_177.jpg
105,105,105,breast-cancer-benign:train:0106,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_178.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_178.jpg
106,106,106,breast-cancer-benign:train:0107,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_179.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_179.jpg
107,107,107,breast-cancer-benign:train:0108,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_181.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_181.jpg
108,108,108,breast-cancer-benign:train:0109,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_182.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_182.jpg
109,109,109,breast-cancer-benign:train:0110,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_184.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_184.jpg
110,110,110,breast-cancer-benign:train:0111,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_185.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_185.jpg
111,111,111,breast-cancer-benign:train:0112,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_187.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_187.jpg
112,112,112,breast-cancer-benign:train:0113,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_188.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_188.jpg
113,113,113,breast-cancer-benign:train:0114,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_195.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_195.jpg
114,114,114,breast-cancer-benign:train:0115,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_197.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_197.jpg
115,115,115,breast-cancer-benign:train:0116,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_198.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_198.jpg
116,116,116,breast-cancer-benign:train:0117,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_201.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_201.jpg
117,117,117,breast-cancer-benign:train:0118,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_202.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_202.jpg
118,118,118,breast-cancer-benign:train:0119,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_204.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_204.jpg
119,119,119,breast-cancer-benign:train:0120,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_205.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_205.jpg
120,120,120,breast-cancer-benign:train:0121,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_207.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_207.jpg
121,121,121,breast-cancer-benign:train:0122,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_208.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_208.jpg
122,122,122,breast-cancer-benign:train:0123,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_209.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_209.jpg
123,123,123,breast-cancer-benign:train:0124,breast-cancer-benign,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/images/image_210.jpg,/project/ahnailab/data/segmentation/breast-cancer/trainset_benign/labels/label_210.jpg
