,Unnamed: 0,name,type,images,labels
15,2274,ISIC:train:0016,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000016.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000016_segmentation.png
16,2275,ISIC:train:0017,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000017.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000017_segmentation.png
17,2276,ISIC:train:0018,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000018.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000018_segmentation.png
18,2277,ISIC:train:0019,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000019.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000019_segmentation.png
19,2278,ISIC:train:0020,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000020.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000020_segmentation.png
20,2279,ISIC:train:0021,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000021.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000021_segmentation.png
21,2280,ISIC:train:0022,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000022.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000022_segmentation.png
22,2281,ISIC:train:0023,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000023.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000023_segmentation.png
23,2282,ISIC:train:0024,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000024.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000024_segmentation.png
24,2283,ISIC:train:0025,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000025.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000025_segmentation.png
25,2284,ISIC:train:0026,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000026.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000026_segmentation.png
26,2285,ISIC:train:0027,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000027.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000027_segmentation.png
27,2286,ISIC:train:0028,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000028.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000028_segmentation.png
28,2287,ISIC:train:0029,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000029.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000029_segmentation.png
29,2288,ISIC:train:0030,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000030.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000030_segmentation.png
30,2289,ISIC:train:0031,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000031.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000031_segmentation.png
31,2290,ISIC:train:0032,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000032.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000032_segmentation.png
32,2291,ISIC:train:0033,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000034.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000034_segmentation.png
33,2292,ISIC:train:0034,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000035.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000035_segmentation.png
34,2293,ISIC:train:0035,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000036.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000036_segmentation.png
35,2294,ISIC:train:0036,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000037.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000037_segmentation.png
36,2295,ISIC:train:0037,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000038.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000038_segmentation.png
37,2296,ISIC:train:0038,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000039.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000039_segmentation.png
38,2297,ISIC:train:0039,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000040.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000040_segmentation.png
39,2298,ISIC:train:0040,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000041.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000041_segmentation.png
40,2299,ISIC:train:0041,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000042.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000042_segmentation.png
41,2300,ISIC:train:0042,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000043.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000043_segmentation.png
42,2301,ISIC:train:0043,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000044.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000044_segmentation.png
43,2302,ISIC:train:0044,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000045.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000045_segmentation.png
44,2303,ISIC:train:0045,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000046.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000046_segmentation.png
45,2304,ISIC:train:0046,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000047.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000047_segmentation.png
46,2305,ISIC:train:0047,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000048.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000048_segmentation.png
47,2306,ISIC:train:0048,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000049.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000049_segmentation.png
48,2307,ISIC:train:0049,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000050.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000050_segmentation.png
49,2308,ISIC:train:0050,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000051.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000051_segmentation.png
50,2309,ISIC:train:0051,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000052.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000052_segmentation.png
51,2310,ISIC:train:0052,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000053.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000053_segmentation.png
52,2311,ISIC:train:0053,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000054.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000054_segmentation.png
53,2312,ISIC:train:0054,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000055.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000055_segmentation.png
54,2313,ISIC:train:0055,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000056.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000056_segmentation.png
55,2314,ISIC:train:0056,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000057.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000057_segmentation.png
56,2315,ISIC:train:0057,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000059.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000059_segmentation.png
57,2316,ISIC:train:0058,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000061.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000061_segmentation.png
58,2317,ISIC:train:0059,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000062.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000062_segmentation.png
59,2318,ISIC:train:0060,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000063.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000063_segmentation.png
60,2319,ISIC:train:0061,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000064.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000064_segmentation.png
61,2320,ISIC:train:0062,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000065.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000065_segmentation.png
62,2321,ISIC:train:0063,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000066.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000066_segmentation.png
63,2322,ISIC:train:0064,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000067.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000067_segmentation.png
64,2323,ISIC:train:0065,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000068.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000068_segmentation.png
65,2324,ISIC:train:0066,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000069.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000069_segmentation.png
66,2325,ISIC:train:0067,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000071.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000071_segmentation.png
67,2326,ISIC:train:0068,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000072.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000072_segmentation.png
68,2327,ISIC:train:0069,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000073.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000073_segmentation.png
69,2328,ISIC:train:0070,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000074.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000074_segmentation.png
70,2329,ISIC:train:0071,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000075.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000075_segmentation.png
71,2330,ISIC:train:0072,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000077.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000077_segmentation.png
72,2331,ISIC:train:0073,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000078.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000078_segmentation.png
73,2332,ISIC:train:0074,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000079.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000079_segmentation.png
74,2333,ISIC:train:0075,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000080.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000080_segmentation.png
75,2334,ISIC:train:0076,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000081.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000081_segmentation.png
76,2335,ISIC:train:0077,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000082.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000082_segmentation.png
77,2336,ISIC:train:0078,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000085.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000085_segmentation.png
78,2337,ISIC:train:0079,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000086.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000086_segmentation.png
79,2338,ISIC:train:0080,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000087.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000087_segmentation.png
80,2339,ISIC:train:0081,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000088.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000088_segmentation.png
81,2340,ISIC:train:0082,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000089.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000089_segmentation.png
82,2341,ISIC:train:0083,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000091.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000091_segmentation.png
83,2342,ISIC:train:0084,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000092.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000092_segmentation.png
84,2343,ISIC:train:0085,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000093.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000093_segmentation.png
85,2344,ISIC:train:0086,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000094.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000094_segmentation.png
86,2345,ISIC:train:0087,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000095.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000095_segmentation.png
87,2346,ISIC:train:0088,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000096.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000096_segmentation.png
88,2347,ISIC:train:0089,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000097.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000097_segmentation.png
89,2348,ISIC:train:0090,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000098.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000098_segmentation.png
90,2349,ISIC:train:0091,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000099.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000099_segmentation.png
91,2350,ISIC:train:0092,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000100.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000100_segmentation.png
92,2351,ISIC:train:0093,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000101.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000101_segmentation.png
93,2352,ISIC:train:0094,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000102.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000102_segmentation.png
94,2353,ISIC:train:0095,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000103.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000103_segmentation.png
95,2354,ISIC:train:0096,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000104.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000104_segmentation.png
96,2355,ISIC:train:0097,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000105.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000105_segmentation.png
97,2356,ISIC:train:0098,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000107.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000107_segmentation.png
98,2357,ISIC:train:0099,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000108.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000108_segmentation.png
99,2358,ISIC:train:0100,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000109.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000109_segmentation.png
100,2359,ISIC:train:0101,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000110.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000110_segmentation.png
101,2360,ISIC:train:0102,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000111.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000111_segmentation.png
102,2361,ISIC:train:0103,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000112.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000112_segmentation.png
103,2362,ISIC:train:0104,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000113.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000113_segmentation.png
104,2363,ISIC:train:0105,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000116.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000116_segmentation.png
105,2364,ISIC:train:0106,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000118.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000118_segmentation.png
106,2365,ISIC:train:0107,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000119.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000119_segmentation.png
107,2366,ISIC:train:0108,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000120.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000120_segmentation.png
108,2367,ISIC:train:0109,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000121.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000121_segmentation.png
109,2368,ISIC:train:0110,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000122.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000122_segmentation.png
110,2369,ISIC:train:0111,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000123.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000123_segmentation.png
111,2370,ISIC:train:0112,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000124.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000124_segmentation.png
112,2371,ISIC:train:0113,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000125.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000125_segmentation.png
113,2372,ISIC:train:0114,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000126.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000126_segmentation.png
114,2373,ISIC:train:0115,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000127.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000127_segmentation.png
115,2374,ISIC:train:0116,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000128.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000128_segmentation.png
116,2375,ISIC:train:0117,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000129.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000129_segmentation.png
117,2376,ISIC:train:0118,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000130.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000130_segmentation.png
118,2377,ISIC:train:0119,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000131.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000131_segmentation.png
119,2378,ISIC:train:0120,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000132.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000132_segmentation.png
120,2379,ISIC:train:0121,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000133.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000133_segmentation.png
121,2380,ISIC:train:0122,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000134.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000134_segmentation.png
122,2381,ISIC:train:0123,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000135.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000135_segmentation.png
123,2382,ISIC:train:0124,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000136.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000136_segmentation.png
124,2383,ISIC:train:0125,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000137.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000137_segmentation.png
125,2384,ISIC:train:0126,ISIC,/project/ahnailab/data/segmentation/ISIC_resize/train_224/images/ISIC_0000138.jpg,/project/ahnailab/data/segmentation/ISIC_resize/train_224/labels/ISIC_0000138_segmentation.png
